file,purl,error
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libaec-devel@1.0.4-1.el7?arch=x86_64&epoch=0&upstream=libaec-1.0.4-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libbasicobjects@0.1.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libbasicobjects@0.1.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libbsd@0.8.3-1.el7?arch=x86_64&epoch=0&upstream=libbsd-0.8.3-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libbsd@0.8.3-1.el7?arch=x86_64&epoch=0&upstream=libbsd-0.8.3-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libbsd-devel@0.8.3-1.el7?arch=x86_64&epoch=0&upstream=libbsd-0.8.3-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libbsd-devel@0.8.3-1.el7?arch=x86_64&epoch=0&upstream=libbsd-0.8.3-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libcgroup@0.41-21.el7?arch=x86_64&epoch=0&upstream=libcgroup-0.41-21.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libcgroup@0.41-21.el7?arch=x86_64&epoch=0&upstream=libcgroup-0.41-21.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libcollection@0.7.0-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libcollection@0.7.0-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libev@4.15-7.el7?arch=x86_64&epoch=0&upstream=libev-4.15-7.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libev@4.15-7.el7?arch=x86_64&epoch=0&upstream=libev-4.15-7.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libevent@2.0.21-4.el7?arch=x86_64&epoch=0&upstream=libevent-2.0.21-4.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libevent@2.0.21-4.el7?arch=x86_64&epoch=0&upstream=libevent-2.0.21-4.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libini_config@1.3.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libini_config@1.3.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnfsidmap@0.25-19.el7?arch=x86_64&epoch=0&upstream=libnfsidmap-0.25-19.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnfsidmap@0.25-19.el7?arch=x86_64&epoch=0&upstream=libnfsidmap-0.25-19.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libnodeupdown-clusterlist-hostsfile@1.14-9.el7?arch=x86_64&epoch=0&upstream=whatsup-1.14-9.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libpath_utils@0.2.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libpath_utils@0.2.1-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libpcap@1.5.3-12.el7?arch=x86_64&epoch=14&upstream=libpcap-1.5.3-12.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libpcap@1.5.3-12.el7?arch=x86_64&epoch=14&upstream=libpcap-1.5.3-12.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libref_array@0.1.5-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libref_array@0.1.5-32.el7?arch=x86_64&epoch=0&upstream=ding-libs-0.6.1-32.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libtirpc@0.2.4-0.16.el7?arch=x86_64&epoch=0&upstream=libtirpc-0.2.4-0.16.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libtirpc@0.2.4-0.16.el7?arch=x86_64&epoch=0&upstream=libtirpc-0.2.4-0.16.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libverto@0.2.5-4.el7?arch=x86_64&epoch=0&upstream=libverto-0.2.5-4.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libverto@0.2.5-4.el7?arch=x86_64&epoch=0&upstream=libverto-0.2.5-4.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libverto-libevent@0.2.5-4.el7?arch=x86_64&epoch=0&upstream=libverto-0.2.5-4.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/libverto-libevent@0.2.5-4.el7?arch=x86_64&epoch=0&upstream=libverto-0.2.5-4.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libyaml@0.1.4-11.el7_0?arch=x86_64&epoch=0&upstream=libyaml-0.1.4-11.el7_0.src.rpm,failed to get coordinates from purl: pkg:rpm/libyaml@0.1.4-11.el7_0?arch=x86_64&epoch=0&upstream=libyaml-0.1.4-11.el7_0.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/libyaml@0.1.4-11.el7_0?arch=x86_64&epoch=0&upstream=libyaml-0.1.4-11.el7_0.src.rpm,failed to get coordinates from purl: pkg:rpm/libyaml@0.1.4-11.el7_0?arch=x86_64&epoch=0&upstream=libyaml-0.1.4-11.el7_0.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-bitop@1.0.2-3.el7?arch=x86_64&epoch=0&upstream=lua-bitop-1.0.2-3.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-filesystem@1.6.2-2.el7?arch=x86_64&epoch=0&upstream=lua-filesystem-1.6.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-json@1.3.2-2.el7?arch=noarch&epoch=0&upstream=lua-json-1.3.2-2.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
hpc@hpc-collab_sbom.json,pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm,failed to get coordinates from purl: pkg:rpm/lua-lpeg@0.12-1.el7?arch=x86_64&epoch=0&upstream=lua-lpeg-0.12-1.el7.src.rpm
